Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,Full-Time Equivalent (FTE) Teachers [District] 2009-10,Full-Time Equivalent (FTE) Teachers [Public School] 2009-10,Pupil/Teacher Ratio [District] 2009-10,Pupil/Teacher Ratio [Public School] 2009-10,Prekindergarten Teachers [District] 2009-10,Kindergarten Teachers [District] 2009-10,Elementary Teachers [District] 2009-10,Secondary Teachers [District] 2009-10,Ungraded Teachers [District] 2009-10,Total Staff [District] 2009-10,Instructional Aides [District] 2009-10,Instructional Coordinators [District] 2009-10,Elementary Guidance Counselors [District] 2009-10,Secondary Guidance Counselors [District] 2009-10,Total Guidance Counselors [District] 2009-10,Librarians/Media Specialists [District] 2009-10,Library Media Support Staff [District] 2009-10,LEA Administrators [District] 2009-10,LEA Administrative Support Staff [District] 2009-10,School Administrators [District] 2009-10,School Administrative Support Staff [District] 2009-10,Student Support Services Staff [District] 2009-10,Other Support Services Staff [District] 2009-10
SAUGUS UNION,California,="0635970",504.30,504.30,20.90,20.90,–,69.00,398.30,0,37.00,871.80,151.50,2.50,–,–,–,0,–,3.00,33.00,26.00,37.50,–,114.00
SAUK CENTRE PUBLIC SCHOOL DISTRICT,Minnesota,2732850,69.20,69.20,15.30,15.30,2.30,2.60,22.60,40.80,="0.90",141.10,27.50,="0.40",0,2.00,2.00,1.00,2.20,1.50,3.00,3.00,4.00,9.90,17.40
SAUK PRAIRIE SCHOOL DISTRICT,Wisconsin,5513410,196.20,195.60,13.40,13.40,1.00,9.00,78.10,108.10,0,347.10,32.80,5.90,2.40,5.00,7.40,4.60,3.30,3.00,11.70,8.20,13.80,15.40,44.80
SAUK RAPIDS-RICE PUBLIC SCHOOLS,Minnesota,2732880,222.30,220.80,17.20,18.10,8.90,9.50,96.80,101.90,5.20,468.90,85.40,7.30,0,5.00,5.00,5.50,6.40,5.50,11.40,7.00,21.10,32.50,59.50
SAULT STE. MARIE AREA SCHOOLS,Michigan,2630990,155.40,149.30,17.60,18.30,0,9.00,41.60,72.20,32.60,330.40,26.20,2.00,–,–,5.00,2.00,1.00,7.40,2.00,8.20,18.60,32.90,69.70
SAUNEMIN CCSD 438,Illinois,1700065,14.00,14.00,10.20,10.20,0,1.00,10.00,3.00,0,16.00,–,0,0,0,0,1.00,–,0,0,0,–,0,1.00
SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,New York,3600002,81.80,77.80,14.80,15.60,0,5.30,36.90,34.80,4.80,169.10,23.00,0,0,–,3.00,3.00,2.00,2.00,12.00,3.00,1.80,5.00,32.50
SAUSALITO MARIN CITY,California,="0636000",23.00,23.00,11.50,11.20,–,2.00,21.00,0,0,46.50,9.50,0,0,0,0,0,–,1.00,2.00,2.00,3.00,–,6.00
SAVAGE ELEM,Montana,3023520,6.10,6.20,10.70,10.50,–,–,6.10,0,†,8.90,1.50,0,="0.20",0,="0.20",="0.30",–,="0.50",–,="0.30",0,0,–
SAVAGE H S,Montana,3023550,5.30,5.30,8.70,8.70,–,–,0,5.30,†,6.40,="0.10",0,0,="0.10",="0.10",="0.20",–,="0.40",–,="0.30",0,0,–
SAVANNA,Oklahoma,4027000,32.00,32.00,13.80,13.80,0,1.00,11.00,17.00,3.00,60.40,7.00,0,0,="0.60",="0.60",1.00,0,1.00,1.00,2.00,3.00,1.50,11.30
SAVANNA ELEMENTARY,California,="0636030",98.20,98.00,24.50,24.50,–,11.00,82.20,0,5.00,165.70,29.00,1.00,–,–,–,0,–,0,6.00,4.00,4.00,–,23.50
SAVANNAH R-III,Missouri,2927570,165.40,160.00,14.30,14.80,2.20,8.00,71.20,84.00,0,279.80,30.20,1.00,2.30,2.00,4.30,4.40,0,4.00,16.00,8.50,–,46.00,0
SAVOY,Massachusetts,2510530,6.40,6.00,9.70,10.30,–,1.50,4.30,0,="0.60",12.60,3.90,="0.20",–,–,–,0,–,="0.20",="0.50",="0.50",0,="0.60",="0.30"
SAVOY ISD,Texas,4839450,26.20,26.20,12.40,12.40,1.00,1.90,9.60,10.30,3.40,53.40,6.30,0,0,–,1.00,0,2.00,1.00,="0.90",3.00,1.10,1.00,10.90
SAWYER 16,North Dakota,3816470,16.20,16.30,8.30,8.20,0,="0.80",7.30,8.10,†,26.40,1.20,="0.30",="0.40",="0.40",="0.80",="0.40",0,="0.40",0,="0.80",="0.30",0,6.00
SAYDEL COMM SCHOOL DISTRICT,Iowa,1925320,117.60,117.60,12.30,12.30,2.70,6.00,49.90,59.00,†,217.10,30.50,2.00,1.00,2.50,3.50,1.00,4.00,3.00,2.00,7.00,6.50,0,40.00
SAYRE,Oklahoma,4027060,48.60,46.90,14.00,14.50,2.00,3.00,16.30,23.30,4.00,83.10,3.70,="0.30",="0.50",1.00,1.50,1.00,1.00,1.00,1.20,3.00,4.80,4.00,13.00
SAYRE AREA SD,Pennsylvania,4220850,76.00,75.50,16.30,16.20,0,6.00,28.00,31.00,11.00,91.00,0,0,1.00,1.00,2.00,2.00,–,2.00,–,3.00,–,6.00,–
SAYREVILLE PUBLIC SCHOOLS,New Jersey,3414640,418.50,411.00,13.40,13.60,0,18.00,122.20,198.50,79.80,492.60,–,9.00,–,–,12.00,7.00,–,3.00,–,3.00,–,40.10,–
SAYVILLE UNION FREE SCHOOL DISTRICT,New York,3625920,265.10,254.60,13.20,13.80,="0.60",14.10,109.00,106.10,35.30,494.20,36.60,3.80,0,–,7.00,3.00,7.00,4.00,44.10,8.00,6.40,16.00,93.20
SBE -  ANIMO INGLEWOOD CHARTER,California,="0600115",25.00,25.00,21.00,21.00,–,0,0,25.00,0,33.00,2.00,0,0,1.00,1.00,0,–,0,0,2.00,2.00,0,1.00
SBE - ACADEMY OF CULTURE AND TECHNOLOGY (ACT)               ,California,="0600154",–,†,–,†,–,0,–,0,0,0,0,0,0,0,0,0,–,0,0,0,–,0,0
SBE - EDISON CHARTER ACADEMY,California,="0600072",27.00,27.00,17.30,17.30,–,3.00,24.00,0,0,38.50,1.50,1.00,0,0,0,0,–,0,0,1.00,1.00,0,7.00
SBE - KIPP SUMMIT ACADEMY                                   ,California,="0600087",–,†,–,†,–,0,–,0,0,0,0,0,0,0,0,0,–,0,0,–,–,0,–
SBE - LEADERSHIP PUBLIC SCHOOLS - HAYWARD,California,="0600152",10.20,10.20,20.80,20.80,–,0,0,10.20,0,15.70,0,1.00,0,0,0,0,–,0,0,2.00,2.50,0,0
SBE - LIVERMORE VALLEY CHARTER,California,="0600151",39.50,39.50,18.70,18.70,–,5.00,34.50,0,0,48.80,0,1.00,0,0,0,="0.80",–,0,0,2.00,2.50,0,3.00
SBE - NEW WEST CHARTER,California,="0600134",12.80,12.80,23.60,23.60,–,0,12.80,0,0,20.80,="0.50",0,0,0,0,0,–,0,0,2.00,4.00,0,1.50
SBE - RIDGECREST CHARTER,California,="0600071",13.00,13.00,16.30,16.30,–,2.00,10.00,0,1.00,21.50,="0.50",0,0,0,0,0,–,0,0,2.00,3.00,0,3.00
SBE - THE SCHOOL OF ARTS AND ENTERPRISE,California,="0600136",20.00,20.00,21.60,21.60,–,0,0,20.00,0,30.50,1.00,0,0,1.00,1.00,0,–,0,0,2.00,4.50,0,2.00
SC JENSEN CORPORATION  INC. DBA INTELLI-SCHOOL,Arizona,="0400363",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCALES MOUND CUSD 211,Illinois,1735610,24.40,24.00,9.90,10.10,1.00,1.00,8.00,14.40,0,31.60,–,0,0,–,–,1.00,–,0,0,1.00,–,1.20,4.00
SCAPPOOSE SD 1J,Oregon,4110980,93.70,105.40,23.50,20.90,0,2.50,57.80,30.00,3.40,94.70,–,0,–,–,–,0,–,–,–,="0.50",="0.50",–,–
SCARBOROUGH PUBLIC SCHOOLS,Maine,2310530,252.50,252.50,13.10,13.10,–,–,181.20,70.30,1.00,550.60,114.40,1.00,–,–,7.30,3.00,6.00,6.40,12.00,12.70,16.20,33.50,85.60
SCARSDALE UNION FREE SCHOOL DISTRICT,New York,3625950,378.20,351.90,12.40,13.30,0,26.10,153.00,160.70,38.40,681.20,78.50,1.00,0,–,12.00,8.80,0,4.00,49.60,10.00,9.20,17.60,112.30
SCH ASSOC SPEC EDUC DUPAGE SASED,Illinois,1700215,0,†,†,†,0,0,0,0,0,24.70,–,0,0,–,–,0,–,0,0,2.00,–,3.70,19.00
SCHALLER-CRESTLAND COMM SCHOOL DISTRICT,Iowa,1925380,38.80,38.80,10.10,10.10,0,2.00,14.40,22.40,†,64.30,4.50,1.00,0,1.00,1.00,0,2.00,1.50,2.00,2.00,="0.50",0,11.00
SCHALMONT CENTRAL SCHOOL DISTRICT,New York,3625980,159.90,149.40,12.60,13.50,0,6.00,60.10,68.00,25.80,343.90,39.80,1.00,0,–,5.10,3.50,0,3.00,14.60,8.00,1.00,13.90,94.10
SCHAUMBURG CCSD 54,Illinois,1734740,861.60,865.00,16.60,16.60,1.00,37.90,600.70,222.00,0,1209.70,–,1.00,0,3.00,3.00,4.00,–,0,15.40,29.00,–,125.70,170.00
SCHENECTADY CITY SCHOOL DISTRICT,New York,3626010,681.40,645.70,14.00,14.80,5.50,44.20,304.60,231.40,95.70,1412.00,385.00,6.00,0,–,19.00,9.50,9.00,6.00,77.50,22.00,17.60,45.50,133.50
SCHENEVUS CENTRAL SCHOOL DISTRICT,New York,3603060,39.40,37.10,9.90,10.50,0,3.10,14.20,17.30,4.80,83.00,13.00,0,–,–,1.70,1.00,0,1.00,3.00,1.00,="0.50",1.40,21.00
SCHERTZ-CIBOLO-U CITY ISD,Texas,4839480,619.20,609.00,15.30,15.60,4.00,39.80,244.90,254.50,76.00,1189.90,121.60,5.00,–,–,20.50,12.00,1.00,4.00,50.40,32.40,40.70,43.50,239.60
SCHILLER PARK SD 81,Illinois,1735640,106.40,106.00,11.50,11.50,4.00,11.00,51.00,40.40,0,129.40,–,3.00,0,0,0,0,–,0,1.00,4.00,–,8.00,7.00
SCHLEICHER ISD,Texas,4839510,55.00,55.00,11.50,11.50,1.00,3.20,21.60,22.90,6.30,102.50,8.00,="0.30",–,–,2.00,="0.70",2.50,2.00,1.50,3.00,1.50,="0.80",25.20
SCHLESWIG COMM SCHOOL DISTRICT,Iowa,1925410,18.30,18.30,10.40,10.40,="0.50",1.90,11.90,4.00,†,37.90,4.10,0,1.00,0,1.00,0,1.00,="0.50",2.00,1.00,1.00,0,9.00
SCHLEY COUNTY,Georgia,1304470,81.00,81.00,16.60,16.60,3.00,7.00,37.60,33.40,†,159.00,23.50,0,1.00,1.00,2.00,2.00,1.00,5.00,1.70,6.00,6.00,1.00,29.80
SCHNEE LEARNING CENTER,Ohio,3900385,5.00,†,26.00,†,0,0,0,5.00,0,5.00,0,0,0,0,0,–,0,0,–,0,0,0,0
SCHODACK CENTRAL SCHOOL DISTRICT,New York,3626070,92.80,86.00,12.60,13.60,0,5.40,35.60,41.90,9.90,197.60,34.70,1.00,0,–,2.70,2.00,="0.70",4.00,13.50,3.00,1.50,6.50,35.20
SCHOHARIE CENTRAL SCHOOL DISTRICT,New York,3626100,92.50,86.60,11.10,11.90,0,5.20,37.90,34.50,14.90,198.00,27.00,0,0,–,3.00,2.00,2.50,3.00,6.00,3.00,1.00,5.00,53.00
SCHOLARTS PREPARATORY AND CAREER CENTER FOR CHILDREN,Ohio,3900487,4.00,8.00,24.00,12.00,0,0,3.00,1.00,0,7.00,1.00,0,0,0,0,0,0,0,1.00,0,0,1.00,0
SCHOMBURG CHARTER SCHOOL,New Jersey,3400067,25.00,25.00,6.90,6.90,0,1.00,18.00,6.00,0,33.00,–,1.00,–,–,–,1.00,0,3.00,0,0,–,3.00,–
SCHOODIC CSD,Maine,2311950,23.80,23.80,10.90,10.90,–,–,23.80,0,0,57.30,14.90,="0.60",–,0,1.00,0,="0.60",1.30,1.40,1.00,2.20,4.70,5.80
SCHOOL ADMINISTRATIVE UNIT #70,Vermont,5099955,0,†,†,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHOOL CITY OF EAST CHICAGO,Indiana,1802880,374.00,†,16.10,†,5.00,26.00,184.00,159.00,0,1016.00,181.00,6.00,0,7.00,7.00,3.00,8.00,6.00,3.00,18.00,69.00,37.00,304.00
SCHOOL CITY OF HAMMOND,Indiana,1804320,830.00,†,17.50,†,15.00,49.00,423.00,342.00,1.00,1853.00,345.00,14.00,1.00,19.00,20.00,19.00,22.00,5.00,6.00,39.00,88.00,64.00,401.00
SCHOOL CITY OF HOBART,Indiana,1804590,182.00,†,21.00,†,0,9.00,83.00,90.00,0,389.00,23.00,5.00,2.00,3.00,5.00,2.00,7.00,5.00,0,10.00,27.00,3.00,120.00
SCHOOL CITY OF MISHAWAKA,Indiana,1806840,374.00,†,15.20,†,10.00,18.00,173.00,172.00,1.00,934.00,333.00,20.00,0,8.00,8.00,2.00,0,2.00,2.00,16.00,38.00,10.00,129.00
SCHOOL DISTRICT 27J,Colorado,="0802580",634.20,625.50,18.20,18.50,18.70,51.90,280.00,283.60,†,1262.70,203.90,5.50,7.20,16.40,23.60,3.10,19.70,10.40,38.40,32.50,41.70,57.90,191.80
SCHOOL DISTRICT N. 14 IN THE COUNTY OF ADAMS & STATE OF COLO,Colorado,="0801950",371.30,371.30,18.40,18.40,12.60,29.70,157.40,171.60,†,877.60,157.20,52.80,1.00,12.00,13.00,3.00,9.00,16.80,47.10,23.10,27.00,33.70,123.60
SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Colorado,="0803360",4106.50,4059.90,17.70,17.90,199.20,356.90,1720.70,1829.70,†,8596.10,953.10,311.20,12.10,88.00,100.10,74.40,65.00,86.50,425.70,266.60,412.90,1054.00,740.10
SCHOOL DISTRICT NO. 3 IN THE COUNTY OF EL PASO AND STATE OF,Colorado,="0806480",514.90,510.90,16.60,16.70,9.30,35.70,238.30,231.60,†,1047.30,97.60,11.60,11.00,20.60,31.60,5.80,17.50,12.50,46.40,29.60,69.20,57.80,152.80
SCHOOL DISTRICT NO. C-1 IN THE COUNTY OF ELBERT AND STATE O,Colorado,="0803720",175.20,175.30,17.20,16.80,="0.70",6.40,67.70,100.40,†,370.50,56.80,9.70,="0.90",5.00,5.90,="0.90",7.10,1.00,12.00,8.90,19.70,11.60,61.70
SCHOOL DISTRICT NO. C-2 IN THE COUNTY OF ELBERT AND STATE OF,Colorado,="0805010",33.60,33.50,11.40,11.40,1.00,1.10,13.40,18.10,†,55.90,5.50,="0.20",="0.40",="0.70",1.10,1.00,1.00,1.00,1.10,2.00,2.90,="0.50",6.00
SCHOOL DISTRICT NO. R-4 IN THE COUNTY OF KIT CARSON AND STAT,Colorado,="0806780",21.70,21.60,11.50,11.60,0,1.40,8.80,11.50,†,45.80,6.80,0,0,1.00,1.00,0,1.40,1.00,1.40,1.00,2.00,–,9.50
SCHOOL DISTRICT NO. RE-1 VALLEY,Colorado,="0806690",157.90,157.90,15.80,15.80,1.00,7.80,66.50,82.60,†,360.90,73.80,3.10,0,3.70,3.70,1.60,6.20,3.00,14.10,8.10,11.40,18.70,59.30
SCHOOL DISTRICT NO. RE-11 IN THE COUNTY OF WELD AND STATE OF,Colorado,="0806720",17.20,17.30,8.70,8.70,="0.60",1.30,6.70,8.60,†,31.30,2.50,0,="0.40",="0.40",="0.80",1.10,0,1.00,1.00,="0.60",0,="0.50",6.60
SCHOOL DISTRICT NO. RE-12 IN THE COUNTY OF WELD AND STATE OF,Colorado,="0804440",17.80,17.80,6.10,6.10,0,1.20,7.20,9.40,†,29.80,1.00,0,0,1.00,1.00,="0.50",0,1.00,2.00,0,0,–,6.50
SCHOOL DISTRICT NO. RE-2 BRUSH,Colorado,="0802610",104.20,104.30,15.10,15.10,4.30,5.30,39.30,55.30,†,203.10,24.20,1.00,="0.90",4.00,4.90,="0.90",5.90,5.80,7.30,6.00,10.20,2.00,30.70
SCHOOL DISTRICT NO. RE-20 WELDON VALLEY,Colorado,="0807140",18.20,18.30,11.40,11.30,0,1.20,7.80,9.20,†,38.10,5.10,0,="0.30",="0.70",1.00,0,="0.80",1.00,3.10,1.00,0,="0.30",7.60
SCHOOL DISTRICT NO. RE-3 FRENCHMAN,Colorado,="0803930",20.20,20.30,10.40,10.40,1.00,1.10,8.90,9.20,†,41.90,6.70,0,="0.20",="0.70",="0.90",1.30,1.30,1.00,3.00,1.00,0,1.10,5.40
SCHOOL DISTRICT NO. RE-3 FORT MORGAN,Colorado,="0804050",212.80,212.00,15.40,15.50,10.80,13.40,106.20,82.40,†,476.00,70.20,12.90,6.80,5.20,12.00,2.00,8.10,8.90,16.40,11.80,30.60,11.70,78.60
SCHOOL DISTRICT NO. RE-4 BUFFALO,Colorado,="0805640",24.60,24.60,12.10,12.10,0,1.60,10.50,12.50,†,48.10,4.10,0,0,1.00,1.00,0,2.00,1.00,1.10,2.00,1.90,0,10.40
SCHOOL DISTRICT NO. RE-5 PLATEAU,Colorado,="0806030",18.30,18.30,9.10,9.10,="0.80",1.30,7.30,8.90,†,36.40,4.30,="0.50",0,1.60,1.60,0,1.00,="0.90",2.80,1.00,0,–,6.00
SCHOOL DISTRICT NO. RE-50 WIGGINS,Colorado,="0807290",40.10,40.10,15.10,15.10,0,2.60,17.80,19.70,†,82.90,7.90,2.50,0,1.10,1.10,1.00,1.10,3.00,1.90,3.10,3.20,3.80,14.20
SCHOOL DISTRICT OF THE CITY OF INKSTER,Michigan,2619140,69.00,70.00,29.70,29.70,1.00,7.50,20.50,28.00,12.00,152.90,12.00,5.00,–,–,="0.50",1.00,="0.50",5.00,1.00,6.50,9.50,16.00,26.90
SCHOOL DISTRICT OF THE CITY OF ROYAL OAK,Michigan,2630300,338.30,333.70,16.80,17.00,0,10.00,101.60,157.70,69.00,746.40,56.00,13.50,–,–,8.90,4.00,10.00,11.50,5.00,15.40,47.50,26.80,209.50
SCHOOL FOR ARTS IN LEARNING PCS (SAIL),District of Columbia,1100021,–,†,–,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
SCHOOL FOR BLIND,Kansas,2000018,14.80,16.80,3.60,3.20,0,0,6.00,8.80,0,16.80,0,0,0,0,0,0,0,1.00,0,1.00,0,0,0
SCHOOL FOR DEAF,Kansas,2000019,34.00,43.10,3.60,2.90,3.00,1.00,9.00,20.00,1.00,42.00,0,0,0,1.00,1.00,1.00,0,1.00,1.00,3.00,0,0,1.00
SCHOOL FOR EARLY DEVELOPMENT AND ACHIEVEMENT (SEDA) AGENCY,Wisconsin,5500043,2.00,2.00,41.00,41.00,0,0,2.00,0,0,11.30,4.00,1.50,0,0,0,0,0,1.50,="0.30",0,0,2.00,0
SCHOOL LANE CS,Pennsylvania,4200030,41.00,40.00,13.30,13.60,0,3.00,19.00,10.00,9.00,48.00,–,2.00,1.00,0,1.00,0,–,1.00,0,1.00,–,2.00,–
SCHOOL OF EXCELLENCE IN EDUCATION,Texas,4800062,114.70,114.80,20.00,19.90,5.00,9.40,48.90,39.60,11.80,328.50,0,1.00,0,0,0,0,0,3.00,68.50,12.00,="0.90",126.40,2.00
SCHOOL OF SCIENCE AND TECHNOLOGY,Texas,4800258,18.00,18.00,18.20,18.20,0,0,4.60,12.00,1.40,22.00,0,0,0,0,0,0,0,0,0,2.00,1.00,1.00,0
SCHOOL OF THE OSAGE,Missouri,2927630,124.50,117.60,15.00,15.90,4.00,7.00,20.30,93.20,0,220.80,23.40,2.00,2.20,2.70,4.90,4.00,0,2.00,19.00,5.00,–,30.00,6.00
SCHOOL TOWN OF HIGHLAND,Indiana,1804560,156.00,†,22.10,†,0,6.00,69.00,81.00,0,391.00,58.00,2.00,3.00,4.00,7.00,2.00,6.00,4.00,0,9.00,23.00,2.00,122.00
SCHOOL TOWN OF MUNSTER,Indiana,1807350,214.00,†,20.50,†,2.00,10.00,94.00,108.00,0,483.00,68.00,5.00,0,6.00,6.00,2.00,6.00,5.00,1.00,13.00,31.00,5.00,127.00
SCHOOL TOWN OF SPEEDWAY,Indiana,1810920,95.00,†,17.10,†,0,5.00,46.00,44.00,0,187.00,18.00,3.00,0,3.00,3.00,2.00,3.00,3.00,1.00,7.00,11.00,2.00,39.00
SCHOOLCRAFT COMMUNITY SCHOOLS,Michigan,2631020,68.00,66.90,17.80,18.10,0,3.00,24.30,32.20,8.50,153.20,23.10,0,–,–,2.00,0,–,0,0,5.60,9.90,3.80,40.80
SCHOOLCRAFT LEARNING COMMUNITY CHTR,Minnesota,2700225,13.10,13.10,12.10,12.10,0,1.00,9.60,2.50,0,23.70,6.00,0,0,0,0,0,0,1.50,="0.80",0,1.00,="0.50",="0.80"
SCHROON LAKE CENTRAL SCHOOL DISTRICT,New York,3626130,23.00,26.80,11.70,10.00,0,1.50,9.60,10.90,1.00,49.10,3.30,0,0,–,="0.50",1.00,1.00,2.00,3.00,0,0,1.00,14.30
SCHULENBURG ISD,Texas,4839540,55.30,55.30,14.40,14.40,1.40,3.00,19.60,27.70,3.60,115.10,18.50,="0.90",–,–,1.10,1.00,0,2.00,1.20,2.70,3.80,5.00,23.60
SCHULTER,Oklahoma,4027090,16.30,12.30,13.30,17.60,="0.50",="0.50",7.30,6.80,1.20,31.90,3.00,0,0,="0.50",="0.50",="0.70",0,1.00,2.00,="0.70",="0.70",0,7.00
SCHUYLER CO. R-I,Missouri,2927660,60.50,56.00,12.00,13.00,0,2.00,29.90,28.60,0,103.30,13.00,1.30,1.00,0,2.00,2.00,0,1.00,6.00,3.00,–,14.50,0
SCHUYLER COMMUNITY SCHOOLS,Nebraska,3176450,119.00,118.80,12.60,12.70,–,–,85.80,33.20,0,172.50,1.00,2.00,1.00,1.00,2.00,2.00,1.00,3.00,6.50,5.60,–,2.80,27.60
SCHUYLER-INDUSTRY CUSD 5,Illinois,1700332,83.60,81.00,16.20,16.80,1.00,5.00,33.00,44.60,0,114.00,–,0,0,1.00,1.00,1.00,–,0,0,5.00,–,5.40,18.00
SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY BOCES,New York,3680780,119.30,196.00,5.30,3.30,2.00,0,16.00,39.30,62.00,162.90,0,4.00,–,–,–,1.00,0,4.00,0,4.00,7.00,22.00,1.60
SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,New York,3626160,140.40,142.90,13.00,12.70,="0.10",10.90,58.40,50.20,20.80,277.90,31.50,0,–,–,4.00,2.00,4.00,4.00,13.00,3.10,1.50,6.00,68.40
SCHUYLKILL HAVEN AREA SD,Pennsylvania,4220910,89.00,89.60,16.60,16.30,0,6.00,36.00,36.00,11.00,106.00,–,2.00,2.00,3.00,5.00,3.00,0,1.00,–,3.00,–,3.00,–
SCHUYLKILL IU 29,Pennsylvania,4289390,130.00,†,†,†,0,0,17.00,4.00,109.00,175.00,–,13.00,0,0,0,0,0,3.00,–,0,–,29.00,–
SCHUYLKILL TECHNOLOGY CENTERS,Pennsylvania,4280620,31.00,31.00,13.80,13.80,0,0,0,31.00,0,36.00,–,–,0,2.00,2.00,0,0,0,0,3.00,–,0,–
SCHUYLKILL VALLEY SD,Pennsylvania,4220970,135.00,134.50,14.80,14.90,0,7.00,44.00,70.00,14.00,160.00,–,2.00,2.00,3.00,5.00,3.00,–,4.00,–,5.00,–,6.00,–
SCIENCE HILL INDEPENDENT,Kentucky,2105220,28.80,30.00,16.20,15.50,="0.50",1.50,14.80,0,12.00,63.20,12.40,1.00,–,–,1.00,1.00,0,2.50,1.00,2.00,2.00,="0.50",11.00
SCIO CENTRAL SCHOOL DISTRICT,New York,3626190,41.10,40.90,10.50,10.50,0,2.30,20.50,15.30,3.00,84.20,7.60,="0.70",–,–,1.40,1.00,="0.20",1.00,7.00,="0.80",="0.60",1.00,21.80
SCIO SD 95,Oregon,4111040,63.80,69.60,31.80,29.10,0,1.00,44.50,17.30,1.00,98.10,="0.50",="0.50",0,1.00,1.00,–,1.40,1.00,13.90,6.00,9.00,1.00,–
SCIOTO COUNTY CAREER TECHNICAL CENTER,Ohio,3905149,42.00,42.00,–,†,0,0,0,41.00,1.00,80.00,5.00,0,0,0,2.00,1.00,0,0,0,4.00,19.00,0,7.00
SCIOTO VALLEY LOCAL,Ohio,3904913,91.40,89.00,18.90,19.40,1.00,9.00,46.00,35.00,="0.40",198.20,19.00,–,0,0,3.00,1.00,3.50,3.00,5.60,4.00,8.50,3.00,56.20
SCIOTOVILLE,Ohio,3900123,31.00,37.00,13.30,11.20,0,0,4.00,26.00,1.00,57.00,3.00,1.00,0,0,1.00,0,1.00,3.00,7.00,0,0,4.00,6.00
SCITUATE,Rhode Island,4400960,137.00,118.00,13.20,15.30,0,3.00,59.00,75.00,0,180.00,–,–,0,3.00,3.00,4.00,–,2.00,–,7.00,–,–,27.00
SCITUATE,Massachusetts,2510560,219.60,220.00,14.70,14.70,–,7.00,131.00,51.50,30.10,399.00,51.30,5.10,3.50,4.60,8.10,2.00,–,3.60,9.20,9.00,16.00,17.00,58.10
SCOBEY K-12 SCHOOLS,Montana,3023670,20.20,20.20,11.80,11.80,–,–,11.90,8.30,†,29.50,6.00,="0.10",="0.40",="0.40",="0.80",="0.50",–,="0.50",–,1.40,0,0,–
SCOTCH PLAINS-FANWOOD SCHOOL DISTRICT,New Jersey,3414670,393.50,363.00,13.60,14.70,2.00,10.00,184.20,137.60,59.70,461.70,–,12.60,–,–,9.00,9.00,–,2.00,–,2.00,–,33.60,–
SCOTIA UNION ELEMENTARY,California,="0636100",15.40,15.40,14.70,14.70,–,1.00,14.40,0,0,26.90,4.50,0,0,0,0,0,–,0,0,1.00,2.50,0,3.50
SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,New York,3626310,215.10,191.40,13.50,15.20,0,14.20,86.50,79.20,35.20,438.30,65.10,1.20,0,–,7.00,6.00,0,3.00,31.70,8.00,5.40,19.70,76.10
SCOTLAND CO. R-I,Missouri,2920700,53.60,49.40,12.00,13.00,1.00,4.00,20.60,28.00,0,98.60,10.50,="0.50",1.00,1.00,2.00,1.50,0,1.50,5.00,2.00,–,10.00,12.00
SCOTLAND COUNTY SCHOOLS,North Carolina,3704200,606.20,†,11.60,†,15.00,36.00,267.50,283.00,4.70,1192.20,216.30,14.90,9.00,12.70,21.70,13.00,2.00,32.00,3.00,33.40,52.50,41.20,156.00
SCOTLAND SCH VETERANS CHILDREN,Pennsylvania,4200004,35.00,34.00,8.30,8.50,0,0,10.00,25.00,0,40.00,0,2.00,0,1.00,1.00,1.00,0,0,0,1.00,0,0,0
SCOTLAND SCHOOL DISTRICT,Connecticut,="0903960",13.90,13.90,14.10,14.10,1.00,1.00,10.90,0,1.00,36.80,9.60,="0.80",0,0,0,0,1.00,="0.70",2.00,1.00,–,1.00,6.80
SCOTLAND SCHOOL DISTRICT 04-3,South Dakota,4665180,24.30,24.20,11.90,11.90,0,1.00,14.10,8.20,1.00,27.30,–,="0.20",="0.70",="0.30",1.00,0,–,="0.50",–,1.30,–,0,–
SCOTT CITY R-I,Missouri,2915450,72.10,66.80,14.00,15.10,0,4.00,28.90,39.20,0,117.00,10.50,0,1.70,1.00,2.70,2.70,0,2.00,8.00,3.00,–,9.00,7.00
SCOTT CO PBLC SCHS,Virginia,5103480,375.00,305.10,10.30,12.90,2.00,17.00,162.00,194.00,†,852.00,29.00,30.00,3.00,4.00,10.00,12.00,13.00,1.00,17.00,24.00,22.00,10.00,309.00
SCOTT CO SCHOOL DIST,Mississippi,2803900,228.70,228.60,17.20,17.90,0,14.70,107.10,81.70,25.20,476.00,51.70,3.80,1.60,4.60,6.20,6.80,2.00,6.60,9.00,13.10,12.80,12.30,123.00
